ew,Type,Nation1,Nation2,Nation3 ,Nation4,Nation5,Nation6,Nation7,Nation8,Nation9,Nation10,Nation11,Nation12,,Band1,Band2,Band3,Band4,,,,Place,State,Date,DemallieDeloria,URL,Comments
V0289,Operable,Nez Perce,,,,,,,,,,,,,,,,,,,,"Camp Stevens, Walla Walla Valley",WA,06-11-1855,197,http://digital.library.okstate.edu/kappler/Vol2/treaties/nez0702.htm,
V0290,Operable,Choctaw,Chickasaw,,,,,,,,,,,,,,,,,,,Washington DC,DC,06-22-1855,197,http://digital.library.okstate.edu/kappler/Vol2/treaties/cho0706.htm,
V0291,Operable,Walla Walla,Wasco,,,,,,,,,,,,,,,,,,,"Wasco, near the Dalles",OR,06-25-1855,197,http://digital.library.okstate.edu/kappler/Vol2/treaties/tri0714.htm,
V0292,Operable,Quinault,Queets,Hoh,Quileute,,,,,,,,,,,,,,,,,"Quinault River, and at Olympia",WA,07-01-1855,197,http://digital.library.okstate.edu/kappler/Vol2/treaties/qui0719.htm,
V0293,Operable,Flathead,Kutenai,Upper Pend d'Oreilles,,,,,,,,,,,,,,,,,,"Hell Gate, Bitter Root Valley",WA,07-16-1855,198,http://digital.library.okstate.edu/kappler/Vol2/treaties/fla0722.htm,
V0294,Operable,Ottawa of Michigan ,Chippewa of Michigan,,,,,,,,,,,,,,,,,,,Detroit,MI,07-31-1855,198,http://digital.library.okstate.edu/kappler/Vol2/treaties/ott0725.htm,
V0295,Operable,Chippewa of Sault Ste Marie,,,,,,,,,,,,,,,,,,,,Detroit,MI,08-02-1855,198,http://digital.library.okstate.edu/kappler/Vol2/treaties/sau0732.htm,
V0296,Operable,"Chippewa of Saginaw, Swan Creek and Black River",,,,,,,,,,,,,,,,,,,,Detroit,MI,08-02-1855,198,http://digital.library.okstate.edu/kappler/Vol2/treaties/chi0733.htm,
V0297,Operable,Blackfeet,Piegan,Blood ,Gros Ventre,Flathead,Upper Pend d'Oreille,Kutenao,Nez Perce,,,,,,,,,,,,,Council Ground on Upper Missouri near mouth of Judith River,NE,10-17-1855,198,http://digital.library.okstate.edu/kappler/Vol2/treaties/bla0736.htm,
V0298,Operable,Molala,,,,,,,,,,,,,,,,,,,,Dayton,OR,12-21-1855,198,http://digital.library.okstate.edu/kappler/Vol2/treaties/mol0740.htm,
V0299,Operable,Stockbridge ,Munsee,,,,,,,,,,,,,,,,,,,Stockbridge,WI,02-05-1856,198,http://digital.library.okstate.edu/kappler/Vol2/treaties/sto0742.htm,
V0300,Operable,Menominee,,,,,,,,,,,,,,,,,,,,Keshena,WI,02-11-1856,198,http://digital.library.okstate.edu/kappler/Vol2/treaties/men0755.htm,
V0302,Operable,Creek,Seminole,,,,,,,,,,,,,,,,,,,Washington DC,DC,08-07-1856,198,http://digital.library.okstate.edu/kappler/Vol2/treaties/cre0756.htm,
V0303,Operable,Pawnee,,,,,,,,,,,,,,,,,,,,Table Creek,NE,09-24-1857,198,http://digital.library.okstate.edu/kappler/Vol2/treaties/paw0764.htm,
V0304,Operable,Tonawanda,Seneca,,,,,,,,,,,,,,,,,,,"Tonawanda Reserve, Genessee County",NY,11-05-1857,198,http://digital.library.okstate.edu/kappler/Vol2/treaties/sen0767.htm,
V0305,Operable,Ponca,,,,,,,,,,,,,,,,,,,,Washington DC,DC,03-12-1858,198,http://digital.library.okstate.edu/kappler/Vol2/treaties/pon0772.htm,
V0306,Operable,Yankton Sioux,,,,,,,,,,,,,,,,,,,,Washington DC,DC,04-19-1858,198,http://digital.library.okstate.edu/kappler/Vol2/treaties/yan0776.htm,
V0307,Operable,Mdewakanton Sioux,Wahpekute Sioux,,,,,,,,,,,,,,,,,,,Washington DC,DC,06-19-1858,198,http://digital.library.okstate.edu/kappler/Vol2/treaties/sio0781.htm,
V0308,Operable,Sisseton Sioux,Wahpeton Sioux,,,,,,,,,,,,,,,,,,,Washington DC,DC,06-19-1858,198,http://digital.library.okstate.edu/kappler/Vol2/treaties/sio0785.htm,
V0309,Operable,Winnebago,,,,,,,,,,,,,,,,,,,,Washington DC,DC,04-15-1859,198,http://digital.library.okstate.edu/kappler/Vol2/treaties/win0790.htm,
V0310,Operable,Swan Creek and Black River Chippewa,Munsee,,,,,,,,,,,,,,,,,,,Sauk and Fox Agency,KS,07-16-1859,198,http://digital.library.okstate.edu/kappler/Vol2/treaties/chi0792.htm,
V0311,Operable,Sauk and Fox of the Mississippi,,,,,,,,,,,,,,,,,,,,Sauk and Fox Agency,KS,10-01-1859,198,http://digital.library.okstate.edu/kappler/Vol2/treaties/sau0796.htm,
V0312,Operable,Kansa,,,,,,,,,,,,,,,,,,,,Kansas Agency,KS,10-05-1859,198,http://digital.library.okstate.edu/kappler/Vol2/treaties/kan0800.htm,
V0313,Operable,Arapaho of the Upper Arkansas River,Cheyenne of the Upper Arkansas River,,,,,,,,,,,,,,,,,,,Fort Wise,KS,02-18-1861,199,http://digital.library.okstate.edu/kappler/Vol2/treaties/ara0807.htm,
V0314,Operable,Iowa of the Missouri,Sauk and Fox of the Missouri,,,,,,,,,,,,,,,,,,,Great Nemaha Agency,NE,03-06-1861,199,http://digital.library.okstate.edu/kappler/Vol2/treaties/sau0811.htm,
V0315,Operable,Kansa,,,,,,,,,,,,,,,,,,,,Kansas Agency,KS,03-13-1862,199,http://digital.library.okstate.edu/kappler/Vol2/treaties/kan0829.htm,
V0316,Operable,United Ottawa in Kansas,,,,,,,,,,,,,,,,,,,,Washington DC,DC,06-24-1862,199,http://digital.library.okstate.edu/kappler/Vol2/treaties/ott0830.htm,
V0317,Operable,Chippewa of the Mississippi,,,,,,,,,,,,,Pillager,Lake Winibigoshish,,,,,,Washington DC,DC,03-11-1863,199,http://digital.library.okstate.edu/kappler/Vol2/treaties/chi0839.htm,
V0318,Operable,Nez Perce,,,,,,,,,,,,,,,,,,,,Lapwai Valley,WA,06-09-1863,199,http://digital.library.okstate.edu/kappler/Vol2/treaties/nez0843.htm,
V0319,Operable,Eastern Shoshone,,,,,,,,,,,,,,,,,,,,Fort Bridger,UT,07-02-1863,199,http://digital.library.okstate.edu/kappler/Vol2/treaties/sho0848.htm,
V0320,Operable,Shoshone,,,,,,,,,,,,,Northwestern,,,,,,,Box Elder,UT,07-30-1863,199,http://digital.library.okstate.edu/kappler/Vol2/treaties/sho0850.htm,
V0321,Operable,Western Shoshone,,,,,,,,,,,,,,,,,,,,Ruby Valley,NV,07-30-1863,199,http://digital.library.okstate.edu/kappler/Vol2/treaties/sho0851.htm,
V0322,Operable,Red Lake Chippewa,Pembina Chippewa,,,,,,,,,,,,,,,,,,,Old Crossing of Red Lake River,MN,10-02-1863,199,http://digital.library.okstate.edu/kappler/Vol2/treaties/chi0853.htm,
V0323,Operable,Tabaquache Ute,,,,,,,,,,,,,,,,,,,,"Tabaquache Agency, Conejos",CO,10-07-1863,199,http://digital.library.okstate.edu/kappler/Vol2/treaties/uta0856.htm,
V0324,Operable,Gosuite Shoshone,,,,,,,,,,,,,,,,,,,,Tuilla Valley,UT,10-12-1863,199,http://digital.library.okstate.edu/kappler/Vol2/treaties/sho0859.htm,
V0325,Operable,Red Lake Chippewa,Pembina Chippewa,,,,,,,,,,,,,,,,,,,Washington DC,DC,04-12-1864,199,http://digital.library.okstate.edu/kappler/Vol2/treaties/chi0861.htm,
V0326,Operable,Chippewa of the Mississippi,,,,,,,,,,,,,Pillager,Lake Winibigoshish,,,,,,Washington DC,DC,05-07-1864,199,http://digital.library.okstate.edu/kappler/Vol2/treaties/chi0862.htm,
V0328,Operable,Northern Paiute,,,,,,,,,,,,,Klamath,Modoc,Yahuskin,,,,,Klamath Lake,OR,10-14-1864,199,http://digital.library.okstate.edu/kappler/Vol2/treaties/kla0865.htm,
V0329,Operable,Saginaw Chippewa,Swan Creek Chippewa,Black River Chippewa,,,,,,,,,,,,,,,,,,Isabella,MI,10-18-1864,199,http://digital.library.okstate.edu/kappler/Vol2/treaties/chi0868.htm,
V0330,Operable,Omaha,,,,,,,,,,,,,,,,,,,,Washington DC,DC,03-06-1865,199,http://digital.library.okstate.edu/kappler/Vol2/treaties/oma0872.htm,
V0331,Operable,Winnebago,,,,,,,,,,,,,,,,,,,,Washington DC,DC,03-08-1865,199,http://digital.library.okstate.edu/kappler/Vol2/treaties/win0874.htm,
V0332,Operable,Ponca,,,,,,,,,,,,,,,,,,,,Washington DC,DC,03-10-1865,199,http://digital.library.okstate.edu/kappler/Vol2/treaties/pon0875.htm,
V0333,Operable,Northern Paiute,,,,,,,,,,,,,Walpapi,,,,,,,Sprague River Valley,OR,08-12-1865,200,http://digital.library.okstate.edu/kappler/Vol2/treaties/sna0876.htm,
V0334,Operable,Great Osage,Little Osage,,,,,,,,,,,,,,,,,,,"Canville Trading Post, Osage Nation",KS,09-29-1865,200,http://digital.library.okstate.edu/kappler/Vol2/treaties/osa0878.htm,
V0335,Operable,Sioux,,,,,,,,,,,,,Miniconjou ,,,,,,,Fort Sully,SD,10-10-1865,200,http://digital.library.okstate.edu/kappler/Vol2/treaties/sio0883.htm,
V0336,Operable,Sioux,,,,,,,,,,,,,Lower Brule,,,,,,,Fort Sully,SD,10-14-1865,200,http://digital.library.okstate.edu/kappler/Vol2/treaties/sio0885.htm,
V0337,Operable,Cheyenne,Arapaho,,,,,,,,,,,,,,,,,,,Little Arkansas River,KS,10-14-1865,200,http://digital.library.okstate.edu/kappler/Vol2/treaties/che0887.htm,
V0338,Operable,Apache,Cheyenne,Arapaho,,,,,,,,,,,,,,,,,,Little Arkansas River,KS,10-17-1865,200,http://digital.library.okstate.edu/kappler/Vol2/treaties/apa0891.htm,
V0339,Operable,Kiowa,Comanche,,,,,,,,,,,,,,,,,,,Little Arkansas River,KS,10-18-1865,200,http://digital.library.okstate.edu/kappler/Vol2/treaties/com0892.htm,
V0340,Operable,Sioux,,,,,,,,,,,,,Two Kettles,,,,,,,Fort Sully,SD,10-19-1865,200,http://digital.library.okstate.edu/kappler/Vol2/treaties/sio0896.htm,
V0341,Operable,Blackfeet Sioux,,,,,,,,,,,,,,,,,,,,Fort Sully,SD,10-19-1865,200,http://digital.library.okstate.edu/kappler/Vol2/treaties/bla0898.htm,
V0342,Operable,Sioux,,,,,,,,,,,,,Sans Arc,,,,,,,Fort Sully,SD,10-20-1865,200,http://digital.library.okstate.edu/kappler/Vol2/treaties/sio0899.htm,
V0343,Operable,Sioux,,,,,,,,,,,,,Hunkpapa,,,,,,,Fort Sully,SD,10-20-1865,200,http://digital.library.okstate.edu/kappler/Vol2/treaties/sio0901.htm,
V0344,Operable,Sioux,,,,,,,,,,,,,Yanktonais,,,,,,,Fort Sully,SD,10-20-1865,200,http://digital.library.okstate.edu/kappler/Vol2/treaties/sio0905.htm,
V0345,Operable,Sioux,,,,,,,,,,,,,Upper Yanktonais,,,,,,,Fort Sully,SD,10-28-1865,200,http://digital.library.okstate.edu/kappler/Vol2/treaties/sio0905.htm,
V0346,Operable,Sioux,,,,,,,,,,,,,Oglala,,,,,,,Fort Sully,SD,10-28-1865,200,http://digital.library.okstate.edu/kappler/Vol2/treaties/sio0906.htm,
V0347,Operable,Confederated Tribes of Middle Oregon,,,,,,,,,,,,,,,,,,,,Warm Springs Agency,OR,11-15-1866,200,http://digital.library.okstate.edu/kappler/Vol2/treaties/mid0908.htm,
V0348,Operable,Seminole,,,,,,,,,,,,,,,,,,,,Washington DC,DC,03-21-1866,200,http://digital.library.okstate.edu/kappler/Vol2/treaties/sem0910.htm,
V0349,Operable,Potawatomi,,,,,,,,,,,,,,,,,,,,Washington DC,DC,03-29-1866,200,http://digital.library.okstate.edu/kappler/Vol2/treaties/pot0916.htm,
V0350,Operable,Chippewa,,,,,,,,,,,,,Bois Fort,,,,,,,Washington DC,DC,04-07-1866,200,http://digital.library.okstate.edu/kappler/Vol2/treaties/chi0916.htm,
V0351,Operable,Choctaw,Chickasaw,,,,,,,,,,,,,,,,,,,Washington DC,DC,04-28-1866,200,http://digital.library.okstate.edu/kappler/Vol2/treaties/cho0918.htm,
V0352,Operable,Creek,,,,,,,,,,,,,,,,,,,,Washington DC,DC,06-14-1866,200,http://digital.library.okstate.edu/kappler/Vol2/treaties/cre0931.htm,
V0353,Operable,Delaware,,,,,,,,,,,,,,,,,,,,Delaware Agency,KS,07-04-1866,200,http://digital.library.okstate.edu/kappler/Vol2/treaties/del0937.htm,
V0354,Operable,Cherokee,,,,,,,,,,,,,,,,,,,,Washington DC,DC,07-17-1866,200,http://digital.library.okstate.edu/kappler/Vol2/treaties/che0942.htm,
V0355,Operable,Sauk of the Mississippi,Fox of the Mississippi,,,,,,,,,,,,,,,,,,,Washington DC,DC,02-18-1867,201,http://digital.library.okstate.edu/kappler/Vol2/treaties/sau0951.htm,
V0356,Operable,Sisseton Sioux,Wahpeton Sioux,,,,,,,,,,,,,,,,,,,Washington DC,DC,02-19-1867,201,http://digital.library.okstate.edu/kappler/Vol2/treaties/sio0956.htm,
V0357,Operable,Seneca,Quapaw,Peoria,Kaskaskia,Wea,Piankeshaw,Miami,Ottawa of Blanchard's Fork,Roche de Bouef,Wyandot,,,,,,,,,,,Washington DC,DC,02-23-1867,201,http://digital.library.okstate.edu/kappler/Vol2/treaties/sen0960.htm,
V0358,Operable,Potawatomi,,,,,,,,,,,,,,,,,,,,Washington DC,DC,02-27-1867,201,http://digital.library.okstate.edu/kappler/Vol2/treaties/pot0970.htm,
V0359,Operable,Chippewa of the Mississippi,,,,,,,,,,,,,,,,,,,,Washington DC,DC,03-19-1867,201,http://digital.library.okstate.edu/kappler/Vol2/treaties/chi0974.htm,
V0360,Operable,Kiowa,Comanche,,,,,,,,,,,,,,,,,,,Medicine Lodge Creek,KS,10-21-1867,201,http://digital.library.okstate.edu/kappler/Vol2/treaties/kio0977.htm,
V0361,Operable,Kiowa,Comanche,Apache,,,,,,,,,,,,,,,,,,Medicine Lodge Creek,KS,10-21-1867,201,http://digital.library.okstate.edu/kappler/Vol2/treaties/kio0982.htm,
V0362,Operable,Cheyenne,Arapaho,,,,,,,,,,,,,,,,,,,Medicine Lodge Creek,KS,10-28-1867,201,http://digital.library.okstate.edu/kappler/Vol2/treaties/che0984.htm,
V0363,Operable,Ute,,,,,,,,,,,,,,,,,,,,Washington DC,DC,03-02-1868,201,http://digital.library.okstate.edu/kappler/Vol2/treaties/ute0990.htm,
V0364,Operable,Cherokee,,,,,,,,,,,,,,,,,,,,Washington DC,DC,04-27-1868,201,http://digital.library.okstate.edu/kappler/Vol2/treaties/che0996.htm,
V0365,Operable,Sioux,,,,,,,,,,,,,,,,,,,,Fort Laramie,SD,04-29-1868,201,http://digital.library.okstate.edu/kappler/Vol2/treaties/sio0998.htm,
V0366,Operable,Crow,,,,,,,,,,,,,,,,,,,,Fort Laramie,SD,05-07-1868,201,http://digital.library.okstate.edu/kappler/Vol2/treaties/cro1008.htm,
V0367,Operable,Northern Cheyenne,Northern Arapaho,,,,,,,,,,,,,,,,,,,Fort Laramie,SD,05-10-1868,201,http://digital.library.okstate.edu/kappler/Vol2/treaties/nor1012.htm,
V0368,Operable,Navajo,,,,,,,,,,,,,,,,,,,,Fort Sumner,NM,06-01-1868,201,http://digital.library.okstate.edu/kappler/Vol2/treaties/nav1015.htm,
V0369,Operable,Shoshone,Bannock,,,,,,,,,,,,Eastern Band,,,,,,,Fort Bridger,UT,07-03-1868,201,http://digital.library.okstate.edu/kappler/Vol2/treaties/sho1020.htm,
V0370,Operable,Nez Perce,,,,,,,,,,,,,,,,,,,,Washington DC,DC,08-13-1868,201,http://digital.library.okstate.edu/kappler/Vol2/treaties/nez1024.htm,
A0001,Ratified Agreement,Sisseton Sioux,Wahpeton Sioux,Cuthead Sioux,,,,,,,,,,,,,,,,,,"Sisseton Agency, Lac Traverse Res",SD,05-19-1873,250,http://digital.library.okstate.edu/kappler/Vol2/treaties/sio1059.htm,
A0002,Ratified Agreement,Ute,,,,,,,,,,,,,Tabequache,Muache,Capote,Weeimnuche,Yampa,Grand River,,Los Pinos Agency,CO,09-13-1873,250,http://digital.library.okstate.edu/kappler/Vol1/HTML_files/SES0151.html,
A0003,Ratified Agreement,Eastern Shawnee,,,,,,,,,,,,,,,,,,,,Quapaw Agency,OK,06-23-1874,250,http://digital.library.okstate.edu/kappler/Vol1/HTML_files/SES0157.html#ch132g,
A0004,Ratified Agreement,Sioux,Arapaho,Northern Cheyenne,,,,,,,,,,,,,,,,,,Sioux Agencies,NE,09-23-1876,250,http://digital.library.okstate.edu/kappler/Vol1/HTML_files/SES0168.html,
A0005,Ratified Agreement,Ute,,,,,,,,,,,,,Capote,Muache,Weeminuche,,,,,Pagoa Springs,CO,11-09-1878,250,NA,
A0006,Ratified Agreement,Ute,,,,,,,,,,,,,,,,,,,,Washington DC,DC,03-06-1880,250,http://digital.library.okstate.edu/kappler/Vol1/HTML_files/SES0180.html#mar10,
A0007,Ratified Agreement,Crow,,,,,,,,,,,,,,,,,,,,Crow Agency,MT,06-12-1880,250,http://digital.library.okstate.edu/kappler/Vol1/HTML_files/SES0195.html,
A0008,Ratified Agreement,Creek,,,,,,,,,,,,,,,,,,,,Washington DC,DC,03-06-1880,250,NA,
A0009,Ratified Agreement,Pine Ridge Sioux,Rosebud Sioux,Standing Rock Sioux,,,,,,,,,,,,,,,,,,Washington DC,DC,08-20-1881,250,NA,
A0010,Ratified Agreement,Columbia,Colville,,,,,,,,,,,,,,,,,,,Washington DC,DC,07-27-1883,250,http://digital.library.okstate.edu/kappler/Vol2/treaties/col1073.htm,
A0011,Ratified Agreement,Arikara,Hidatsa,Mandan ,,,,,,,,,,,,,,,,,,Fort Berthold Agency,SD,12-14-1886,250,http://digital.library.okstate.edu/kappler/Vol1/HTML_files/SES0407.html,
A0012,Ratified Agreement,Assiniboine,Blackfeet,Blood ,Gros Ventre,Piegan,Sioux,,,,,,,,,,,,,,,Fort Peck,MT,09-28-1886,251,http://digital.library.okstate.edu/kappler/Vol1/HTML_files/SES0261.html,
A0013,Ratified Agreement,Spokane,,,,,,,,,,,,,,,,,,,,Spokane Falls,WA,03-18-1887,251,http://digital.library.okstate.edu/kappler/Vol1/HTML_files/SES0446A.html,
A0014,Ratified Agreement,Coeur d'Alene,,,,,,,,,,,,,,,,,,,,De Smet Mission,ID,03-26-1887,251,http://digital.library.okstate.edu/kappler/Vol1/HTML_files/SES0407.html,
A0015,Ratified Agreement,Ute,,,,,,,,,,,,,,,,,,,,Rio de los Pinos Agency,CO,11-13-1888,251,NA,
A0016,Ratified Agreement,Creek,,,,,,,,,,,,,,,,,,,,Washington DC,DC,01-19-1889,251,http://digital.library.okstate.edu/kappler/Vol1/HTML_files/SES0321.html,
A0017,Ratified Agreement,Sioux,,,,,,,,,,,,,,,,,,,,NA,NA,03-02-1889,251,http://digital.library.okstate.edu/kappler/Vol1/HTML_files/SES0328.html,
A0018,Ratified Agreement,Coeur d'Alene,,,,,,,,,,,,,,,,,,,,De Smet Mission,ID,09-09-1889,251,http://digital.library.okstate.edu/kappler/Vol1/HTML_files/SES0407.html,
A0019,Ratified Agreement,Sisseton Sioux,Wahpeton Sioux,,,,,,,,,,,,,,,,,,,Sisseton Agency,SD,12-12-1889,251,http://digital.library.okstate.edu/kappler/Vol1/HTML_files/SES0407.html,
A0020,Ratified Agreement,Iowa,,,,,,,,,,,,,,,,,,,,Iowa Village,OK,05-20-1890,251,http://digital.library.okstate.edu/kappler/Vol1/HTML_files/SES0389.html#iart1,
A0021,Ratified Agreement,Sauk,Fox,,,,,,,,,,,,,,,,,,,Sac and Fox Agency,OK,06-12-1890,251,http://digital.library.okstate.edu/kappler/Vol1/HTML_files/SES0389.html,
A0022,Ratified Agreement,Citizen band of Potawatomi,,,,,,,,,,,,,,,,,,,,Shawneetown,OK,06-25-1890,251,http://digital.library.okstate.edu/kappler/Vol1/HTML_files/SES0407.html,
A0023,Ratified Agreement,Absentee Shawnee,,,,,,,,,,,,,,,,,,,,Shawneetown,OK,06-26-1890,251,http://digital.library.okstate.edu/kappler/Vol1/HTML_files/SES0407.html,
A0024,Ratified Agreement,Cheyenne,Arapaho,,,,,,,,,,,,,,,,,,,Darlington,OK,10-15-1890,251,http://digital.library.okstate.edu/kappler/Vol1/HTML_files/SES0407.html,
A0025,Ratified Agreement,Crow,,,,,,,,,,,,,,,,,,,,Crow Agency,MT,12-08-1890,251,http://digital.library.okstate.edu/kappler/Vol1/HTML_files/SES0407.html,
A0026,Ratified Agreement,Indians of Colville Reservation,,,,,,,,,,,,,,,,,,,,Nespelum and Marcus,WA,05-09-1891,251,NA,
A0027,Ratified Agreement,Wichita and affiliated bands,,,,,,,,,,,,,,,,,,,,Anadarko,OK,06-04-1891,251,http://digital.library.okstate.edu/kappler/Vol1/HTML_files/SES0559.html,
A0028,Ratified Agreement,Kickapoo,,,,,,,,,,,,,,,,,,,,Kickapoo Station and Oklahoma City,OK,06-21-1891,251,http://digital.library.okstate.edu/kappler/Vol1/HTML_files/SES0480.html,
A0029,Ratified Agreement,Tonkawa,,,,,,,,,,,,,,,,,,,,Ponca Agency,OK,10-21-1891,251,http://digital.library.okstate.edu/kappler/Vol1/HTML_files/SES0484A.html,
A0030,Ratified Agreement,Cherokee,,,,,,,,,,,,,,,,,,,,Tahlequah,OK,12-19-1891,251,NA,
A0031,Ratified Agreement,Crow,,,,,,,,,,,,,,,,,,,,Crow Agency,MT,08-27-1892,251,http://digital.library.okstate.edu/kappler/Vol1/HTML_files/SES0446A.html,
A0032,Ratified Agreement,Turtle Mountain Chippewa,,,,,,,,,,,,,,,,,,,,Belcourt,ND,10-02-1892,251,http://digital.library.okstate.edu/kappler/Vol3/HTML_files/SES0035A.html,
A0033,Ratified Agreement,Comanche,Kiowa ,Apache,,,,,,,,,,,,,,,,,,Fort Sill,OK,10-06-1892,251,http://digital.library.okstate.edu/kappler/Vol1/HTML_files/SES0704.html,
A0034,Ratified Agreement,Indians of Siletz Reservation,,,,,,,,,,,,,,,,,,,,Siletz Agency,OR,10-31-1892,251,http://digital.library.okstate.edu/kappler/Vol1/HTML_files/SES0520.html,
A0035,Ratified Agreement,Pawnee,,,,,,,,,,,,,,,,,,,,Pawnee Agency,OK,11-23-1892,251,http://digital.library.okstate.edu/kappler/Vol1/HTML_files/SES0484A.html,
A0036,Ratified Agreement,Yankton Sioux,,,,,,,,,,,,,,,,,,,,Yankton Agency,SD,12-31-1892,251,http://digital.library.okstate.edu/kappler/Vol1/HTML_files/SES0520.html,
A0037,Ratified Agreement,Nez Perce,,,,,,,,,,,,,,,,,,,,Nez Perce Agency,ID,05-01-1893,251,http://digital.library.okstate.edu/kappler/Vol1/HTML_files/SES0520.html,
A0038,Ratified Agreement,Yuma,,,,,,,,,,,,,,,,,,,,Fort Yuma ,CA,12-04-1893,251,http://digital.library.okstate.edu/kappler/Vol1/HTML_files/SES0520.html,
A0039,Ratified Agreement,Yakima,,,,,,,,,,,,,,,,,,,,Fort Simcoe,WA,01-08-1894,251,http://digital.library.okstate.edu/kappler/Vol1/HTML_files/SES0520.html,
A0040,Ratified Agreement,Coeur d'Alene,,,,,,,,,,,,,,,,,,,,De Smet Mission,ID,02-07-1894,251,http://digital.library.okstate.edu/kappler/Vol1/HTML_files/SES0520.html,
A0041,Ratified Agreement,Blackfeet,,,,,,,,,,,,,,,,,,,,Blackfeet Agency,MT,09-26-1895,251,http://digital.library.okstate.edu/kappler/Vol1/HTML_files/SES0597.html,
A0042,Ratified Agreement,Assiniboine,Gros Ventre,,,,,,,,,,,,,,,,,,,Fort Belknap Agency,MT,10-09-1895,251,http://digital.library.okstate.edu/kappler/Vol1/HTML_files/SES0597.html,
A0043,Ratified Agreement,Apache,Mohave,Yuma ,,,,,,,,,,,,,,,,,,San Carlos Agency,AZ,02-25-1896,251,http://digital.library.okstate.edu/kappler/Vol1/HTML_files/SES0597.html,
A0044,Ratified Agreement,Shoshone,Arapaho,,,,,,,,,,,,,,,,,,,Shoshone Agency,WY,04-21-1896,251,http://digital.library.okstate.edu/kappler/Vol1/HTML_files/SES0619A.html,
A0045,Ratified Agreement,Choctaw,Chickasaw,,,,,,,,,,,,,,,,,,,Atoka,OK,04-23-1897,251,http://digital.library.okstate.edu/kappler/Vol1/HTML_files/SES0646.html,
A0046,Ratified Agreement,Creek,,,,,,,,,,,,,,,,,,,,Muskogee,OK,09-27-1897,251,http://digital.library.okstate.edu/kappler/Vol1/HTML_files/SES0646.html,
A0047,Ratified Agreement,Seminole,,,,,,,,,,,,,,,,,,,,Muskogee,OK,12-16-1897,251,http://digital.library.okstate.edu/kappler/Vol1/HTML_files/SES0662.html,
A0048,Ratified Agreement,Shoshone,Bannock,,,,,,,,,,,,,,,,,,,Fort Hall Agency,ID,02-05-1898,251,http://digital.library.okstate.edu/kappler/Vol1/HTML_files/SES0704.html,
A0049,Ratified Agreement,Lower Brule Sioux,,,,,,,,,,,,,,,,,,,,Lower Brule Agency,SD,03-01-1898,251,http://digital.library.okstate.edu/kappler/Vol1/HTML_files/SES0688.html,
A0050,Ratified Agreement,Rosebud Sioux,,,,,,,,,,,,,,,,,,,,Rosebud Agency,SD,03-10-1898,251,http://digital.library.okstate.edu/kappler/Vol1/HTML_files/SES0688.html,
A0051,Ratified Agreement,Crow,,,,,,,,,,,,,,,,,,,,Crow Agency,MT,06-23-1899,252,NA,
A0052,Ratified Agreement,Crow,,,,,,,,,,,,,,,,,,,,Crow Agency,MT,08-14-1899,252,http://digital.library.okstate.edu/kappler/Vol3/HTML_files/SES0087.html,
A0053,Ratified Agreement,Seminole,,,,,,,,,,,,,,,,,,,,Muskogee,OK,10-07-1899,252,http://digital.library.okstate.edu/kappler/Vol1/HTML_files/SES0702.html,
A0054,Ratified Agreement,Otoe,Missouria,,,,,,,,,,,,,,,,,,,Otoe Subagency,OK,11-20-1899,252,NA,
A0055,Ratified Agreement,Creek,,,,,,,,,,,,,,,,,,,,Washington DC,DC,3/8/1900,252,http://digital.library.okstate.edu/kappler/Vol1/HTML_files/SES0729.html,
A0056,Ratified Agreement,Stockbridge ,Munsee,,,,,,,,,,,,,,,,,,,"Stockbridge and Munsee Reservation, Shawno County",WI,12/8/1900,252,NA,
A0057,Ratified Agreement,Snake,,,,,,,,,,,,,Klamath,Modoc,Yahooskin,,,,,Klamath Agency,OK,6/17/1901,252,http://digital.library.okstate.edu/kappler/Vol3/HTML_files/SES0193.html,
A0058,Ratified Agreement,Indians of Grande Ronde Reservation,,,,,,,,,,,,,,,,,,,,Grande Ronde Agency,OR,6/27/1901,252,http://digital.library.okstate.edu/kappler/Vol3/HTML_files/SES0105.html,
A0059,Ratified Agreement,Rosebud Sioux,,,,,,,,,,,,,,,,,,,,Rosebud Agency,SD,9/14/1901,252,http://digital.library.okstate.edu/kappler/Vol3/HTML_files/SES0071.html,
A0060,Ratified Agreement,Devils Lake Sioux,,,,,,,,,,,,,,,,,,,,Fort Totten,ND,11/2/1901,252,http://digital.library.okstate.edu/kappler/Vol3/HTML_files/SES0083.html,
A0061,Ratified Agreement,Red Lake Chippewa,Pembina Chippewa,,,,,,,,,,,,,,,,,,,Red Lake Agency,MN,3/10/1902,252,http://digital.library.okstate.edu/kappler/Vol3/HTML_files/SES0028A.html,
A0062,Ratified Agreement,Choctaw,Chickasaw,,,,,,,,,,,,,,,,,,,Washington DC,DC,3/21/1902,252,http://digital.library.okstate.edu/kappler/Vol1/HTML_files/SES0771.html,
A0063,Ratified Agreement,Arikara,Hidatsa,Mandan ,,,,,,,,,,,,,,,,,,"Fort Berthold Agency, Elbowoods",ND,6/25/1902,252,NA,
A0064,Ratified Agreement,Cherokee,,,,,,,,,,,,,,,,,,,,NA,NA,7/1/1902,252,http://digital.library.okstate.edu/kappler/Vol1/HTML_files/SES0787.html,
